id_asset,timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1,2023-06-01,27210.36,27350.0,26605.05,26817.93,39217.8088,2023-06-01 23:59:59.999,1055132509.8658342,814389,18620.69161,500960557.9227829,0.0
2,2023-06-01,0.06886,0.06968,0.06885,0.06943,23073.7753,2023-06-01 23:59:59.999,1598.17459327,48590,12009.9771,831.92137474,0.0
3,2023-06-01,1873.63,1889.2,1840.0,1861.78,270496.6097,2023-06-01 23:59:59.999,504448237.27338,422899,132786.9324,247622735.209231,0.0
1,2023-06-02,26817.93,27300.0,26505.0,27242.59,36380.90269,2023-06-02 23:59:59.999,983857061.6408418,811087,18134.67738,490485191.7880676,0.0
2,2023-06-02,0.06942,0.0703,0.06941,0.06999,35026.4523,2023-06-02 23:59:59.999,2446.28878076,116839,14065.9078,982.42396408,0.0
3,2023-06-02,1861.78,1910.0,1847.51,1906.68,313004.0658,2023-06-02 23:59:59.999,591169483.099447,456788,157874.0403,298230534.993066,0.0
1,2023-06-03,27242.59,27333.29,26914.93,27069.22,16595.34117,2023-06-03 23:59:59.999,450588672.4704081,466520,7745.7868,210327639.5610825,0.0
2,2023-06-03,0.07,0.07018,0.06956,0.06989,11721.4029,2023-06-03 23:59:59.999,819.83659393,22310,6300.5844,440.74848307,0.0
3,2023-06-03,1906.69,1907.92,1881.6,1892.06,148818.2427,2023-06-03 23:59:59.999,282550389.946688,292512,71248.1015,135269927.949346,0.0
1,2023-06-04,27069.22,27455.02,26951.0,27115.21,19258.41049,2023-06-04 23:59:59.999,523747237.4389696,504474,9511.72432,258699846.4758803,0.0
2,2023-06-04,0.06988,0.0701,0.0695,0.06971,10059.2263,2023-06-04 23:59:59.999,703.21037573,22949,5075.7063,354.85497169,0.0
3,2023-06-04,1892.05,1914.63,1884.22,1890.01,172683.0119,2023-06-04 23:59:59.999,328166899.062354,289973,85783.1201,163026354.238026,0.0
1,2023-06-05,27115.2,27129.33,25388.0,25728.2,65805.60305,2023-06-05 23:59:59.999,1722665798.0920303,1420829,30583.35138,799867474.2125897,0.0
2,2023-06-05,0.0697,0.07088,0.06908,0.07036,33314.4583,2023-06-05 23:59:59.999,2333.08540151,80628,17824.2846,1248.31983873,0.0
3,2023-06-05,1890.0,1890.63,1778.0,1810.5,555361.2683,2023-06-05 23:59:59.999,1017689609.362256,688879,253634.645,464638835.759449,0.0
1,2023-06-06,25728.2,27355.33,25351.02,27230.08,68392.60438,2023-06-06 23:59:59.999,1797636024.0812125,1345725,35083.7879,922716234.2100114,0.0
2,2023-06-06,0.07037,0.07087,0.06906,0.06919,26972.3629,2023-06-06 23:59:59.999,1893.27574753,62285,12742.8011,895.29793246,0.0
3,2023-06-06,1810.49,1898.29,1797.18,1884.64,491407.2174,2023-06-06 23:59:59.999,907660359.425966,616201,254098.0244,469823908.553932,0.0
1,2023-06-07,27230.07,27391.77,26125.01,26339.34,59619.44364,2023-06-07 23:59:59.999,1589291467.5372329,1311928,28095.50924,749083400.1203892,0.0
2,2023-06-07,0.06919,0.07006,0.06916,0.06956,28288.433,2023-06-07 23:59:59.999,1971.94208548,53501,12615.7447,878.94090732,0.0
3,2023-06-07,1884.65,1897.8,1821.18,1832.13,429196.7064,2023-06-07 23:59:59.999,796856688.866713,594071,201074.7993,373411267.734446,0.0
1,2023-06-08,26339.34,26810.0,26210.0,26498.61,31075.51083,2023-06-08 23:59:59.999,823023638.236875,848252,14614.60741,387105933.4399799,0.0
2,2023-06-08,0.06956,0.06999,0.06941,0.06964,13488.2517,2023-06-08 23:59:59.999,939.68470731,26295,6806.4009,474.26349295,0.0
3,2023-06-08,1832.12,1861.28,1828.31,1845.64,189270.4853,2023-06-08 23:59:59.999,349160385.10498,347990,89218.1306,164597259.318507,0.0
1,2023-06-09,26498.62,26783.33,26269.91,26477.81,27934.7097,2023-06-09 23:59:59.999,741158215.0539023,746911,12757.07361,338454644.8956143,0.0
2,2023-06-09,0.06965,0.06977,0.06913,0.0695,14156.5132,2023-06-09 23:59:59.999,982.25082566,28234,7717.0579,535.45929544,0.0
3,2023-06-09,1845.65,1855.0,1827.0,1840.37,198324.3252,2023-06-09 23:59:59.999,365037779.742887,354623,92841.2883,170881394.316314,0.0
1,2023-06-10,26477.8,26533.87,25358.0,25841.21,64944.60108,2023-06-10 23:59:59.999,1673795235.4008923,1713871,31558.13098,813190388.2485608,0.0
2,2023-06-10,0.0695,0.0697,0.06716,0.06779,59038.8165,2023-06-10 23:59:59.999,4023.59503338,107811,34432.0929,2347.0268694,0.0
3,2023-06-10,1840.37,1844.99,1715.03,1751.53,652324.6695,2023-06-10 23:59:59.999,1148312156.525596,877410,298962.6533,525884490.138605,0.0
1,2023-06-11,25841.22,26206.88,25634.7,25925.55,30014.29595,2023-06-11 23:59:59.999,776111471.8669971,833902,14266.10759,368954010.8074442,0.0
2,2023-06-11,0.06779,0.06823,0.06759,0.0676,11671.2871,2023-06-11 23:59:59.999,791.64842774,30033,5781.1252,392.18880202,0.0
3,2023-06-11,1751.52,1778.25,1738.72,1752.76,219956.2434,2023-06-11 23:59:59.999,385656545.950238,378921,104970.1039,184058191.293455,0.0
1,2023-06-12,25925.54,26106.48,25602.11,25905.19,29900.50893,2023-06-12 23:59:59.999,773303698.8633221,858037,14219.97114,367770742.66004,0.0
2,2023-06-12,0.0676,0.0676,0.06696,0.06727,18595.6861,2023-06-12 23:59:59.999,1250.93491494,35796,8569.5254,576.52182247,0.0
3,2023-06-12,1752.77,1759.33,1720.0,1742.57,302132.4819,2023-06-12 23:59:59.999,525467514.619609,467392,154579.0466,268848228.1776,0.0
